artist,genre
C-Kan,rap
Алина Даутова,tatar
BLACK JACK,electronic
Дима Каминский,ruspop
Yasuko Kyoda,new
Half an Orange,electronic
Качевники,rusrap
Marlene VerPlanck,jazz
Built To Spill,alternative
David Forbes & Alan Nimmo,dance
bloodsimple,rock
Study Help,new
about barbara,dance
Freedom Dub,electronic
Avant,soundtrack
Suburban Tribe,pop
Merle Travis,pop
The Von Bondies,rock
Adit Tamang,world
Zach Williams,gospel
Wilko Johnson,rock
30.02,ruspop
Sweet Sister Pain,alternative
Don Airey,hard'n'heavy
Roy Ayers,jazz
Vàli,world
Golden BSP,hip
Childish Gambino,hip
K's Choice,pop
Athenas,spiritual
Andre Tay,ruspop
Fall of Saigon,new
Connie Francis,jazz
BackWordz,numetal
Anymars,deep
Deba Montana,dance
Tegan & Sara,indie
Half Moon Run,indie
Helen Tess,electronic
Hangman,metal
Angela Bofill,rnb
ОЛЕГГА,rusrap
Sugar and Silk,jazz
Vice Versa,rock
Kaonashi,rock
Romantic Avenue feat. Alimkhanov A.,disco
Lana Sugarman,world
Dulce Neves,world
Lastlings,alternative
Exit 11,dance
Justin Nozuka,singer
Rebecca St. James,pop
Course Of Nature,alternative
Моя Эстетика,alternative
Des'ree,pop
Frédérique Zoltane,pop
O Tannenbaum Oh Tannenbaum,other
Envy On The Coast,rock
Chick Corea,conjazz
Ross Milligan,jazz
Omega,latin
Joe Dassin,estrada
Fabrizio Moro,pop
Forgotten Tomb,extrememetal
Justin Imperiale,electronic
Akku,electronic
Anthony Anderson Orchestra and Voices,soundtrack
Midnite,reggae
JayDaYoungan,hip
Рогволд Суховерко Дмитрий Лукьянов Валентин Барков Юрий Элоян Московский камерный хор Владимир Минин,classical
Värttinä,world
Farhan Sarasin,electronic
Emanuel Ax,classical
Me And That Man,rock
Рэджл,ruspop
Psycho & Deep Flime,hip
Георгий Менглет,fairytail
The Worrisome Ankletrout,world
Grupo LatinHits,miscellaneous
Nick Modern,alternative
Sinnamon,urban
Astat,instrumental
Otis Blackwell,blues
Sarah Slean,pop
Khors,metal
Cluster Buster,electronic
Low Pulse,electronic
New Radicals,rock
Max Coveri,pop
The Film Band,pop
Lost Years,metal
TJ Hickey,hip
Michael Schenker,rock
Lisa Rydberg,folk
Lights,pop
The Luna Sequence,electronic
Glenn Herweijer,pop
Doja Cat,rnb
Heavens Gate,metal
James Horner,film
Pentatonix,pop
Jessica Reynoso,electronic
The Cover Girls,electronic
Darlene Love,christmas
Big Pun,rap
Sunwalter,rock
Aesthesys,postrock
MiNoa,rusrap
Carlos Baute,pop
Pee Wee Longway,hip
Mark Charlesworth,rock
Fiorello,soundtrack
10000 Maniacs,rock
Not A Single Break!,rusrock
Compuphonic,electronic
Sunscreen,rock
The Durutti Column,alternative
Big Mama Thornton,adult
Audrey Assad,christian
LaMarr Cartier,hip
Pillorian,black
Subhas,hip
Silent Force,metal
Mick Roach,electronic
Арина Бабурскова,children
Гродень,metal
Mister Jay,dance
Wild Machine,rock
Garden City Movement,electronic
Terry Jacks,pop
Björn Berglund,dance
OBK,pop
Sondre Lerche,pop
Melldu,electronic
Alaska,drum
Herb Ernst,classical
Sedona Breeze,holiday
Archspire,extrememetal
Robert Long,classical
Catz 'n Dogz,dance
Tafelmusik,classical
Slasher Dave,alternative
Fargo,ruspop
Troy Willis,country
Antonello Gotta,classical
French Affair,pop
Black Label,rock
G Unit feat. 50 Cent Lloyd Banks Tony Yayo & Young Buck,hip
Маски? Долой!,punk
Владимир Крайнев Дмитрий Китаенко Симфонический оркестр Московской филармонии,classical
Royale,rock
Vaishiyas,psychedelic
Isabelle Pierre,pop
Testa,rock
Delorentos,alternative
CS & Miskeyz,electronic
Aesthetische,electronic
Лена Василёк и группа Белый День,shanson
Kid Sister,hip
Orchestre National De France,classical
Kamila,pop
Havana D`Primera,latin
The Weavers,world
The Hallelujah Skiffle & Clinton Ford,pop
Last Days of Eden,gothic
Veysel,hip
Денис Реконвальд,pop
Qulinez,dance
Emrah,pop
Вдруг,rusrock
Jessie Hill,rnb
Brand Nubian,folk
Krys,reggae
Jr.,latin
Young Summer,indie
Parsifal,house
Shane Wittig,electronic
Fernandez,dance
Николь Ю,estrada
The Long Blondes,alternative
Stroon,electronic
Boban & Marko Markovic Orchestra,world
Рома Кенга,dance
Chet McCracken & Cornelius Bumpus,pop
Jonathan Groff,easy
Yavor Manev,classical
Digital Rush,dance
Mimicat,soul
Arch Rivals,international
The Walkmen,soundtrack
Saves The Day,rock
Thomas Barquee,new
Михаил Албулов,pop
King Tubby,reggae
Poor Righteous Teachers,old
Karol Conká,hip
303infinity,electronic
Mosahar,electronic
Разгружать Вагоны,folkrock
Torae,hip
Juan-Carlo Manni,pop
Empire Cast,rnb
Linda McCartney,pop
Руслан Гасанов,world
Felon,electronic
Ozric Tentacles,rock
Heavy Seas,rock
Evelyn Evelyn,alternative
Midnight Syndicate,electronic
Dipsurfer,dance
Ciolkowska,progressive
Pahsa,local
Judge Jules,dance
Кастэр,rusrap
Phenam,hip
Lo Mejor Del Rock De Los 80,rock
Joe Barksdale,rock
Atlantis,rock
VVORSE,hard'n'heavy
Alan Walker,dance
Виталий Ефремочкин,ruspop
Macklemore,hip
LöKii,electronic
J Trons & Derek,latin
Margaret Becker,christian
Gus Black,alternative
Kn1ght,electronic
Uvelunes,alternative
Nicholas Wells & Nafsica,easy
Jacob Miller and the Bridge City Crooners,jazz
Sogar,dance
Alexandr Misko,spiritual
Detroit 95 Project,dance
Mastodon,stonerrock
Prequell,electronic
Plaid Pantry Project,rock
Autograf,dance
Irene,electronic
Yuri Botnari,easy
Cancer,extrememetal
МОРЭ&РЭЛЬСЫ,rock
LSN,dubstep
Ольга Лабинская,folk
JANE,rusrap
Frenna,rap
OST Lolita,film
Pep-See,pop
Saturday Looks Good To Me,indie
Dengue Fever,world
Fucking Werewolf Asso,punk
Heavy D. & The Boyz,pop
Bilal,pop
MORRALLES,rusrap
Sudan Archives,soul
Aephanemer,metal
DJG Symphony Orchestra,classical
Face To Face,rock
Бурановские бабушки,pop
My Little Pony,children
The Japan Ground Self-Defense Force Central Band,classical
Joseph Arthur,soundtrack
Mark Preston,electronic
Leon Willett,videogame
The Shorts,pop
Deadboy & The Elephantmen,rock
Vanessa Campagna,holiday
Greg Ryan,classical
Funk Off,jazz
Yui Suzuki,jpop
The Vintage Masters,rock
Benny Greb,jazz
Klaus Ogerman and His Orchestra,jazz
ARTEM ARTI,caucasian
Nneka,pop
Gustav And The Seasick Sailors,pop
Volumes,metal
Sammy Paul,electronic
Lemuria,punk
Alice Glass,electronic
Sons Et Al,electronic
Chamber Orchestra of the Moscow Conservatory,classical
Retouch,electronic
Eric Vain,electronic
PRETTYMUCH,pop
The Boxer Rebellion,film
Tracy T,rap
Al Great,hip
الشيخ محمد البراق,muslim
Paavo Järvi,classical
Blanche,pop
Глеб Корнилов,ruspop
Vince Kidd,pop
Angerfist,dance
Bali Baby,hip
Chuck Jonkey,world
Дюмин А.,shanson
Sons of Dream,world
Анна Кольцова,ruspop
International Language,alternative
Tontario,dance
Blaxy Girls,electronic
El Matador,rap
Horst Wende,pop
Jahneration,reggae
Sonera,dance
Suara,pop
Amsterdam Klezmer Band,world
Sleeper,dubstep
Lila Liu,electronic
Yello,pop
Даша Астафьева,pop
Riot,dance
Escape The Fate,posthardcore
Blaque,rnb
J Capri,reggae
Too Many Zooz,hip
Stereotypical Working Class,rock
Tanya Vorzheva,pop
Deladap,pop
Alim Zairov,relax
Andreas Scholl,classical
OG Kid Frost,hip
Jeremy Jay,pop
Neurotic Outsiders,pop
32 Leaves,alternative
SAZH,ruspop
Scraping Foetus off the Wheel,alternative
Isak J Martinsson,easy
Children 18:3,rock
Pride,house
Paul Johannessen,dance
Daniele Luppi,rock
Mali Music,rnb
XENA,ruspop
Sam Dian,electronic
Andrian Dimm,electronic
Treyarch Sound,videogame
Synthesis,electronic
Dino MC 47,hip
Steven Sharp Nelson,holiday
Alma Cogan,pop
Patrice,pop
Совче Бо,rusrap
CLONNEX feat. Yaprada & Pulinaree,instrumental
Sarah Gomez,pop
The New Philharmonia Orchestra London,classical
The Dollyrots,rock
Shockwave-Sound,classical
"Роман Филиппов Владимир Точилин Михаил Айзенберг Анатолий Папанов Татьяна Дмитриева Александр Ширвиндт Ольга Аросева Спартак Мишулин Нина Корниенко Людмила Газиева Бронислава Захарова Георгий Менглет Добры молодцы Инструментальный ансамбль ""Мелодия""",fairytail
M. Pokora,pop
DVJ BAZUKA,dance
Alexandre Malempré,schlager
이상훈,soundtrack
Mighty Sparrow,caribbean
gugudan,world
No Turning Back,metal
Kelsea Ballerini,country
Jencarlos Canela,latin
David Puentez,dance
AkalStars,new
Stomper 98,international
Евгений Кибкало Большой хор Всесоюзного радио и Центрального телевидения Алексей Ковалёв Оперно-симфонический оркестр Всесоюзного радио и Центрального телевидения,ruspop
Charlie Mole,soundtrack
Armin Jordan,classical
Rapalje,world
Elsie Morison/Alexander Young/Michael Langdon/Beecham Choral Society/Royal Philharmonic Orchestra/Sir Thomas Beecham,classical
Centauri,dubstep
Хрен,folkmetal
Gabrielle,pop
Status Quo,rock
Transbot,electronic
Gareth Liddiard,alternative
J. Hoard,pop
Athenas,spiritual
Freedom ,hardcore
Дмитрий Ревякин,ruspop
YFWORSHIP,spiritual
Faxo,pop
Дурное Влияние,punk
Cherry Glazerr,soundtrack
Adam Ďurica,pop
Linda Ronstadt,pop
Southgarden,hip
Aldisyah,pop
Ardalan Tomeh,pop
Witchcraft,stonerrock
Striptease Lap And Pole Dance,pop
ЛЯПИС 98,ukrrock
Moka Beat,pop
The Green Car Motel,rock
BBMak,pop
Tony Bennett With The Count Basie Orchestra,alternative
Daniela Pedali,jazz
George Fitzgerald,electronic
Steve Morse,progressive
King George,rap
Mono Puff,rock
Hollywood Vampires,rock
Mark A. Lynn,children
Warren,world
Mat Bastard,pop
DJ Dragostea,pop
Андрей Бойко,ruspop
Pete Rodríguez,latin
Sandy Warez,hardcore
Gaty Lopez,dance
Blood Sweat & Tears,rock
Room 303,nu
Sports,pop
Goitzsche Front,rock
Голос Донбасса,rusrap
Fifa Castro,hip
Rune,electronic
Jazzy Brazzy,easy
Pedro Soler,world
Gene Wilder,soundtrack
Joel Baker,singer
Marvin Gahan,dance
XTM & DJ Chucky Presents Annia,dance
Song Il Hwa,gospel
Pigeons Playing Ping Pong,rock
Heidi Cope,children
Society Red,rock
Wielki,dance
Astghik Safaryan,pop
Hit Singers,holiday
Aktarum,hard'n'heavy
Александр Евдокимов,ruspop
Гуджа Бурдули,shanson
Cepasa,electronic
OBK,dance
Алексей Мороз,pop
1AD7,hip
Asher Roth Nottz Raw & Travis Barker,hip
Focus,rock
Guitar,latin
Ocean Drive,rock
The Answer,rock
Solar Fields,progressive
Prince Paul,hip
Clint McLeroy,jazz
Noyz Narcos,hip
Iosonouncane,electronic
Skinny Fresh,pop
Catchy Tongue,dance
Camelle Hinds,rnb
DJ Assad,dance
Justs Sirmais,pop
Sargam,world
Kid Crunk,breakbeat
James Bright,electronic
Nazareno Aversa,pop
Ванильные Кенты,comedy
The Go Set,rock
Picnic,pop
Ryan Follese,country
Teejay Walton & Gina Glover,dance
MoonChild,rnb
Eli Marcus,world
Tumbleweed Wanderers,rock
No Hay Salida,pop
Coq Au Vin,world
ВИА «Волга-Волга»,rock
Timo Maas,pop
Uma Mohan,world
Nico Otten,dance
Manhattan Lounge Band,jazz
Openwater,hip
T1One & KUL2RA,hip
Elegy,psychedelic
Coleman Hawkins,jazz
Masaki Suda,pop
Suzuki Konomi,pop
Tomoyasu Hotei,rock
Nasty Bits,soundtrack
Shigeru Umebayashi,film
Rainbow,dance
Rizzle Kicks,pop
One Million Toys,dance
Антоний Погорельский,fairytail
DOЧAS,ruspop
Bernie Marsden,blues
Billy Dean Thomas,hip
Moko,urban
Ken Hensley,rock
Jay Frog,dance
Blues Traveler,rock
Iceleak,dance
Spring Offensive,alternative
Dream House,world
DOWA,electronic
Sandra Nasic,rock
1914,extrememetal
Paul Winter,pop
PinocchioP,electronic
Snareskin,pop
Jo Basile,latin
JME,hip
Vaidas Baumila,pop
Валерий Леонтьев,ruspop
Almadrava,electronic
Moses,electronic
Tom Hillock,alternative
Bob Catley,rock
Cold Night For Alligators,progmetal
DYSOMIA,chill
Alphatunes,dance
The Velvelettes,rnb
Enforcer,metal
Skrubz,electronic
Anthony Shake Shakir,electronic
Lorraine Ellison,rnb
Imad,house
Mahmoud al Samman,world
Army of the Pharaohs,hip
Onkel Jaromir und seine Böhmischen Musikanten,pop
Cowboys Undercover,country
Milk Teeth,rock
Gazpacho,progressive
Joan Forest Mage,new
InstaHit Crew,rock
Power Supply,electronic
Moon,jazz
Lulu And The Luvvers,rock
Mortiis,industrial
Mario & Vidis,dance
All In Orchestra,instrumental
Amadeus Quartet,classical
Luigi Tenco,world
John Murphy,soundtrack
Bugsy,hip
Marian Hill,pop
Бела Барток,classical
ЯнГо,rusrap
Bring Me The Horizon,posthardcore
Koan,alternative
Blinding Sunrise,rock
Julian Bliss,classical
Bo Burnham,comedy
Nickel Arcade,rock
Super Evil,electronic
Mutya Buena,pop
J. Scott Beaty,easy
Релаксации Музыка Мастер,newage
Baccara 2000,estrada
DJ Didir,dance
Ekahal,psychedelic
Лиззка,rusrap
Grinderman,rock
Teri Moise,pop
Taleen,dance
Billy May,pop
İsmail Türüt,world
D.L.S.,rap
Nana Fofie,singer
Ameritz Entertainment,miscellaneous
Scott Hartman,classical
St. Martins of Vienna Orchestra,holiday
Mike Stevens,jazz
Fraser Purdie,specialty
Bossa Nostra,easy
Mad Cobra,dance
ХАБИБ,ruspop
Icebird,rnb
Vario Volinski,deep
Людмила Сенчина,ruspop
Stanley Jordan,jazz
Palma Violets,alternative
Nike Boi,hip
Pat Metheny Group,jazz
Capital Letters,reggae
LEONOFF KING,rusrap
Signal Hill,rock
Время и Стекло,pop
Harri Stojka,jazz
Grégory Lemarchal,pop
Instrumental Core,electronic
Scann-Tec,ambient
Falco,pop
Drum Ecstasy,alternative
Microwave Dave and the Nukes,blues
Sam Levine,jazz
Twisted Mind,dance
Diskover,techno
Giorgieness,rock
Thom Morecroft,rock
Hidden History,rock
Юля Бужилова,ruspop
Lxury,dance
Sollar,dance
Electro Spectre,pop
Chief Ghoul,folk
Dick Dale,pop
Amino,hip
Alice Francis,dance
And So I Watch You From Afar,postrock
Soul Quality Quartet,jazz
Leo LyonsKICK,rock
Joe Killington,pop
Nu Guinea,rnb
Shefita and Sabbaba,world
Carly Pearce,country
Girish,world
Lisa Miskovsky,pop
Ding An Sich,electronic
Joyce Yang,classical
Pure,pop
Woven Chords,world
Луиджи Родольфо Боккерини,classical
Floating In Space,postrock
Noriel,latin
SirReal,pop
SENSUS,rock
Los Angeles Azules,latin
Spencer,dance
Veruca Salt,alternative
Santé,dance
Jamala,pop
Nicholas Black,pop
Shadow Venger,metal
Barcelona Gipsy balKan Orchestra,world
Within Temptation,dance
Vivaldi Chamber Orchestra,classical
Bojalar,uzbek
Trinah,pop
Mart Casey,dance
Melissa Freeman,religious
Diablo,metal
Микаэл Таривердиев Галина Беседина & Сергей Тараненко,ruspop
iamnot,k-pop
Brohug,dance
Raubtier,metal
Los Soplafortune,world
Skitch Henderson & The New York Pops,melodic
OMC,pop
Nasa,hip
Mark Oakland,dance
Blu Cantrell,pop
Curtis Mayfield,funk
Esperanza Spalding,conjazz
Lisa Lynne,folk
Sam Westroy,dance
Mario Frangoulis,pop
Абордаж,hard'n'heavy
Saint Vitus,metal
Miike Snow,pop
Deerivee,dance
Cumbias Instrumentales Con Banda,latin
Traum:A,dance
Ivana Banfić,pop
Dennis Nazarov Denis Shevchenko Mikhail Danilov,blues
Амели на Мели,local
Боroда,rusrock
Рогатые трупоеды,metal
Sha-b Flava,rusrap
The Whitest Boy Alive,pop
El Rubio Loco,latin
Dirt Monkey,dance
Toky,dance
Electrelane,alternative
Corde Oblique,experimental
Jamaram,world
The Northern,progmetal
Archgoat,extrememetal
Bermuda,metal
Sebastian Sand,electronic
Ta Paidia Ap' Tin Patra,balkan
Lefa,hip
Witchthroat Serpent,numetal
Koray Avcı,pop
Glen Burg & Simple Calming Music,new
BoTalks,dance
AC Slater,dance
Drunkenmunky,dance
Майя Кристалинская,ruspop
Yu Hau Jan,chinese
Mariee Sioux,alternative
Candan Erçetin,pop
Almah,extrememetal
Peter Davidson,world
4 Апреля,rock
Intodeep,dance
Round2Crew,hip
Bear Hands,indie
Giorgia Angiuli,electronic
17 Memphis,country
Republica,pop
Bill Withers,pop
Panivalkova,pop
Momo Berlin,dance
VibeTGK,rusrap
Koala,dance
Montefiori Cocktail,dance
Kasey Kaotto,techno
Кравц,hip
Bethel Music,religious
PIK FUSSA,rusrap
Elisabeth Leonskaja,classical
DJ Simon,ambient
Flow,pop
Guitar Guru,rnb
Benjamin Wagner,rock
Francesco Molinari Pradelli,classical
KrisMirror,alternative
София Тарасова,pop
Moustafa Hagag,world
Dirty Audio,dance
Atava,alternative
Hiroaki Yamazaki & Dynamics,world
Lostcause,dance
Fearless Motivation Instrumentals,easy
CID,dance
Mimoza,electronic
Cozmikbeats,electronic
Solomon Keal,new
Dr. Feelgood,rock
Susanne Hell & Jaro Gregorovic,jazz
Kontrasт,ruspop
Mia.,pop
Wlav,electronic
The Lovepools,rock
Moon Taxi,indie
Formant Cell,electronic
John 5,rock
Bogdan Vix,dance
Estelares,latin
Toothgrinder,metal
Корней Чуковский,fairytail
Shenseea,reggae
Svet,dance
Stage Bottles,alternative
Basement Jaxx,dance
Людмила Сенчина,ruspop
Стас Экстаз,rusrap
Merge,hardcore
Faun,folkrock
Aerial,rock
Kurupt,rap
Ivan Chigo,electronic
Vanessa-Mae,classical
Greg Howe,rock
Francisco Tárrega,classical
Mes Aïeux,pop
Nathan Goshen,world
Helen Jane Long,classical
Ансамбль «Русская песня»,folk
Above Top Secret,hip
The Exploited,punk
Shabbat,world
Litost,rock
Ana Diaz,pop
Essess,dance
W&W,electronic
Baby Beethoven Orchestra,children
Ishvari,ambient
PYT,conjazz
Valeria Stoica,dance
The Wind And The Wave,indie
The Cooper Temple Clause,rock
Adrian Laminim,minimal
Rat's Eyes,rock
Ben Beiny,chill
The Trinikas,rnb
Jose Nando,pop
Bobby Brackins,hip
Ben Wilkins,pop
Player,rock
The Angels,pop
Soufiane Eddyani,soundtrack
Induction Effect,dance
Pandalay,electronic
Anna Ternheim,pop
Woodes,alternative
Touché,estrada
Artifex Pereo,hardcore
One Republic,hip
Skazi,electronic
Upon A Burning Body,metal
VLNY,local
Kung Fu,funk
Matanza,latin
Alex Skrindo,electronic
Сергей Моисеенко,film
Hunter As a Horse,alternative
Kap G,rap
Nikolai R. Pankratz,spiritual
PTAF,hip
Lakatos Vilmos,world
the Room Orchestra,jazz
Dire Peril,metal
Zero T,electronic
Anthrax,drum
Graham Candy,indie
Kristy Landgren,rock
Davey Suicide,rock
La Montra,dance
Collapse.Rebuild.,postrock
Osman Ihnalı,world
Ivy Levan,pop
Greatest Hits 2012,pop
DRO Productions,hip
The Bianca Story,rock
Gary Clark Jr.,rock
Успокаивающая музыка,meditative
Luis Hermandez,dance
Maldito,alternative
Buitrago,soundtrack
Woodscream,metal
Andy Fortuna Productions,latin
The Rumpled,folk
WebQueawry,dance
Not For Us,electronic
Bth Games Jay-F & Mc Energy,hip
Pray for Sound,rock
Mat!Э Band,reggae
Leven Kali,rnb
Dmise,dubstep
Michael Silverman and Ludwig Van Beethoven,instrumental
Gosh Pith Flint Eastwood & Syblyng,pop
Avonlea,pop
Зульфия Чотчаева,world
Sam & Dave,rnb
BS1,electronic
Corey Horn,other
Matteo Vanetti,dance
Baby Alice,dance
2Pac,hip
Brand New,rock
Hozier,indie
Slumberjack,alternative
Discodromo,dance
Michel Plasson - Orchestre Du Capitole De Toulouse - Orfeon Donostiarra,classical
Signals In Smoke,singer
Alexandra Burke,pop
Fat Nick,hip
Ultar,progressive
ИвАново Детство,rusrock
Mikael Manvelyan,electronic
Rhombus,dub
Brett Fuentes,rock
The Spirits Of Rhythm,jazz
Dillon Francis,electronic
Cydelix,electronic
JUNKSISTA,electronic
The Hot Melts,alternative
Céline Roscheck,dance
Hari Mata Hari,pop
Cyberpunkers,electronic
Mat Zo,electronic
Avulsed,metal
Log,dance
Querox,electronic
Primitive Man,extrememetal
System of A Down,classicmetal
Fun Boy Three,pop
WildSky,rock
Icarus,electronic
